ID,Distributor Name,Location,Car Name,Manufacturer Name,Car Type,Color,Gearbox,Number of Seats,Number of Doors,Energy,Manufactured Year,Price-$,Mileage-KM,Engine Power-HP,Purchased Date,Car Sale Status,Sold Date,Purchased Price-$,Sold Price-$,Margin-%,Sales Agent Name,Sales Rating,Sales Commission-$,Feedback,Profit-$,Sale Month
4JO31Q,Carsome,Tennessee,Dzire,Maruti,Sedan,Gray,Automatic,5,5,Hybrid,2016,8300,1202,100,2017-01-03,Un Sold,1970-01-01,7712,0,0,Swapna,1,0,Average,-7712,Jan 1970
74L58I,Olx,Chicago,Swift,Maruti,Sedan,Blue,Manual,5,4,Electric,2016,8800,15545,115,2021-10-22,Un Sold,1970-01-01,8128,0,0,Supriya,3,0,Good,-8128,Jan 1970
BPRUK2,Marchi,North Carolina,Plato,Prazo,Convertible,Black,Manual,2,2,Petrol,2018,9100,58506,250,2020-01-13,Un Sold,1970-01-01,8466,0,0,Anushka,4,0,Excellent,-8466,Jan 1970
JATQ8U,Carmix,Florida,Thar,Mahindra,SUV,Blue,Automatic,5,3,Electric,2017,9700,41916,130,2017-07-08,Sold,2022-10-14,9016,9079,1,Swapna,4,13,Excellent,63,Oct 2022
FUJIWV,APE,California,Etriga,Maruti,Hatchback,Blue,Manual,4,5,Electric,2019,8000,65689,103,2021-07-24,Un Sold,1970-01-01,6858,0,0,Bhavani,2,0,Average,-6858,Jan 1970
NGHYNH,Carsome,San Jose,i20,Hyundai,Hatchback,Red,Automatic,4,5,Hybrid,2023,7100,47075,120,2015-07-11,Un Sold,1970-01-01,6567,0,0,Ram,2,0,Average,-6567,Jan 1970
F6AUH8,Cars24,Tennessee,Plato,Prazo,Convertible,Gray,Automatic,2,2,Petrol,2020,8900,98377,250,2019-12-21,Un Sold,1970-01-01,7430,0,0,Shruthi,1,0,Average,-7430,Jan 1970
CZMVOV,Cars24,Chicago,Scorpio,Mahindra,SUV,Blue,Automatic,5,5,Petrol,2016,8300,29463,120,2015-06-05,Un Sold,1970-01-01,6805,0,0,Rithvik,5,0,Good,-6805,Jan 1970
F5GY4C,Trivett,Portland,Plato,Prazo,Convertible,Red,Manual,2,2,Petrol,2015,9400,17818,250,2020-02-29,Un Sold,1970-01-01,8459,0,0,Aditya,4,0,Excellent,-8459,Jan 1970
RX6FM0,Motor,Tennessee,Seltos,Kia,Hatchback,Black,Manual,5,5,Petrol,2015,6900,36315,150,2024-02-14,Un Sold,1970-01-01,5408,0,0,Krishna,5,0,Excellent,-5408,Jan 1970
VUPI1R,Kamkar,San Jose,Kags,Renault,SUV,Gray,Automatic,7,5,Diesel,2016,8400,91291,175,2019-06-22,Un Sold,1970-01-01,7280,0,0,Narayan,1,0,Excellent,-7280,Jan 1970
29HBU0,Skipper,Madison,Fortuner,Toyota,SUV,Blue,Automatic,8,5,Electric,2019,9500,52793,200,2019-09-12,Sold,2019-04-21,8823,9738,10,Krishna,1,183,Excellent,915,Apr 2019
EMKY7Y,Carsome,Texas,Scorpio,Mahindra,SUV,Blue,Automatic,5,5,Electric,2020,9400,4824,120,2018-05-21,Un Sold,1970-01-01,8576,0,0,Swathi,4,0,Good,-8576,Jan 1970
IXSXRW,Olx,Florida,i20,Hyundai,Hatchback,Black,Manual,4,5,Hybrid,2017,7700,6171,120,2024-01-11,Un Sold,1970-01-01,5988,0,0,Rithvik,1,0,Excellent,-5988,Jan 1970
89WPI8,Skipper,Madison,i20,Hyundai,Hatchback,Red,Manual,4,5,Hybrid,2015,7900,45987,120,2021-03-13,Un Sold,1970-01-01,7191,0,0,Vishwajeet,1,0,Excellent,-7191,Jan 1970
9K99SZ,APE,New York,Swift,Maruti,Sedan,Black,Automatic,5,4,Hybrid,2018,8100,40838,115,2019-04-29,Un Sold,1970-01-01,6239,0,0,Pranav,5,0,Average,-6239,Jan 1970
77PO18,Kamkar,Columbus,Kags,Renault,SUV,Gray,Automatic,7,5,Electric,2016,9800,21446,175,2024-08-23,Un Sold,1970-01-01,8894,0,0,Vihaan,3,0,Good,-8894,Jan 1970
S1HZWY,Trust,Philadelphia,Seltos,Kia,Hatchback,Black,Automatic,5,5,Hybrid,2016,7800,50184,150,2017-09-07,Un Sold,1970-01-01,5886,0,0,Arjuna,4,0,Excellent,-5886,Jan 1970
LVKLKG,APE,Texas,Swift,Maruti,Sedan,Blue,Manual,5,4,Electric,2020,8400,18450,115,2024-11-04,Un Sold,1970-01-01,7541,0,0,Rithvik,3,0,Good,-7541,Jan 1970
R1AMRM,Oto,Columbus,Plato,Prazo,Convertible,Blue,Manual,2,2,Electric,2023,10100,25176,250,2020-01-06,Un Sold,1970-01-01,9534,0,0,Vihaan,2,0,Excellent,-9534,Jan 1970
DO25NI,Carro,North Carolina,Yodha,Tata,Truck,Red,Automatic,3,2,Petrol,2022,7200,28593,100,2023-11-10,Un Sold,1970-01-01,5743,0,0,Pranav,1,0,Excellent,-5743,Jan 1970
2DRE2B,APE,Denver,Plato,Prazo,Convertible,Gray,Automatic,2,2,Petrol,2022,8700,30647,250,2023-05-01,Un Sold,1970-01-01,7695,0,0,Hariom,4,0,Excellent,-7695,Jan 1970
TYVVW7,Kamkar,Philadelphia,Plato,Prazo,Convertible,Black,Manual,2,2,Electric,2016,10800,66285,250,2019-11-19,Un Sold,1970-01-01,9372,0,0,Ram,2,0,Poor,-9372,Jan 1970
QJ20AJ,Oto,Utah,Swift,Maruti,Sedan,Blue,Manual,5,4,Petrol,2018,7100,45059,115,2020-05-07,Un Sold,1970-01-01,5697,0,0,Vihaan,3,0,Good,-5697,Jan 1970
ET0X2Q,Carousell,Chicago,Etriga,Maruti,Hatchback,Gray,Automatic,4,5,Diesel,2020,6500,51303,103,2023-04-25,Un Sold,1970-01-01,5080,0,0,Piyush,2,0,Good,-5080,Jan 1970
ZTEZGP,Carro,California,Seltos,Kia,Hatchback,Black,Automatic,5,5,Diesel,2016,6900,39658,150,2019-06-08,Un Sold,1970-01-01,5451,0,0,Preeti,3,0,Good,-5451,Jan 1970
9GH9SC,Kamkar,Tucson,Scorpio,Mahindra,SUV,Red,Automatic,5,5,Diesel,2020,8000,74123,120,2021-07-14,Un Sold,1970-01-01,7463,0,0,Swathi,1,0,Excellent,-7463,Jan 1970
8SG68A,Carmix,Texas,i20,Hyundai,Hatchback,Black,Manual,4,5,Petrol,2021,6300,93675,120,2021-11-11,Un Sold,1970-01-01,5561,0,0,Vishwajeet,5,0,Excellent,-5561,Jan 1970
MFUC16,Carousell,Detroit,Kags,Renault,SUV,White,Manual,7,5,Hybrid,2015,9400,10286,175,2019-01-21,Un Sold,1970-01-01,8110,0,0,Shailaja,5,0,Excellent,-8110,Jan 1970
X13MIV,Carro,New York,i20,Hyundai,Hatchback,Black,Manual,4,5,Petrol,2024,6000,16136,120,2017-06-08,Un Sold,1970-01-01,5271,0,0,Vishwajeet,3,0,Good,-5271,Jan 1970
UMTL7L,Oto,Florida,Dzire,Maruti,Sedan,Black,Automatic,5,5,Electric,2024,8000,26497,100,2024-03-04,Sold,2024-06-03,6776,7229,7,Swathi,4,91,Average,453,Jun 2024
8R102V,Cars24,Chicago,Fortuner,Toyota,SUV,Blue,Manual,8,5,Petrol,2022,7700,41328,200,2024-03-10,Un Sold,1970-01-01,5856,0,0,Bhavani,5,0,Good,-5856,Jan 1970
0R3NHL,Nufor,Denver,i20,Hyundai,Hatchback,Red,Automatic,4,5,Petrol,2022,6200,26750,120,2022-04-13,Sold,2024-10-24,5253,6499,24,Preeti,3,249,Excellent,1246,Oct 2024
5M01O2,Carsome,San Jose,i20,Hyundai,Hatchback,White,Automatic,4,5,Diesel,2022,6300,15512,120,2020-12-26,Un Sold,1970-01-01,4988,0,0,Shilpa,1,0,Excellent,-4988,Jan 1970
A0LA27,Automart,Chicago,Plato,Prazo,Convertible,Red,Manual,2,2,Hybrid,2018,10100,11689,250,2018-02-15,Un Sold,1970-01-01,8710,0,0,Krishna,4,0,Excellent,-8710,Jan 1970
J40BA7,Carmix,California,Dzire,Maruti,Sedan,Red,Automatic,5,5,Petrol,2024,6500,83265,100,2023-11-19,Un Sold,1970-01-01,5135,0,0,Vishwajeet,1,0,Excellent,-5135,Jan 1970
1MKR5U,Zupps,Columbus,Swift,Maruti,Sedan,Black,Manual,5,4,Petrol,2015,7400,33374,115,2021-10-24,Un Sold,1970-01-01,6651,0,0,Hariom,2,0,Good,-6651,Jan 1970
YKU9FS,Ahg,Philadelphia,Plato,Prazo,Convertible,Blue,Manual,2,2,Diesel,2022,8800,68043,250,2016-01-19,Un Sold,1970-01-01,7537,0,0,Pavan,1,0,Good,-7537,Jan 1970
KP4NBV,Carousell,Philadelphia,Etriga,Maruti,Hatchback,White,Manual,4,5,Petrol,2017,6700,82964,103,2018-06-12,Un Sold,1970-01-01,6197,0,0,Arjuna,4,0,Average,-6197,Jan 1970
23TQYY,Ahg,North Carolina,Dzire,Maruti,Sedan,Blue,Manual,5,5,Hybrid,2023,7600,5560,100,2016-09-26,Un Sold,1970-01-01,6213,0,0,Anushka,5,0,Excellent,-6213,Jan 1970
7NRROO,Carmix,Madison,Seltos,Kia,Hatchback,Blue,Manual,5,5,Electric,2022,7700,45520,150,2017-03-22,Un Sold,1970-01-01,5760,0,0,Shilpa,5,0,Poor,-5760,Jan 1970
SK2Y4J,Trivett,Detroit,i20,Hyundai,Hatchback,Red,Manual,4,5,Petrol,2020,6400,25845,120,2017-04-17,Un Sold,1970-01-01,5529,0,0,Arjuna,1,0,Excellent,-5529,Jan 1970
04O8D0,Olx,New York,Kags,Renault,SUV,White,Automatic,7,5,Petrol,2020,7900,2375,175,2020-08-31,Un Sold,1970-01-01,6052,0,0,Shruthi,4,0,Excellent,-6052,Jan 1970
9OA7SA,Marchi,Oklahoma,Scorpio,Mahindra,SUV,Black,Manual,5,5,Diesel,2023,7700,34139,120,2023-07-01,Un Sold,1970-01-01,5822,0,0,Arjuna,4,0,Excellent,-5822,Jan 1970
JC5EFM,Carmudi,Tucson,Swift,Maruti,Sedan,Blue,Manual,5,4,Electric,2022,8200,64730,115,2018-06-12,Un Sold,1970-01-01,7388,0,0,Bhavani,3,0,Average,-7388,Jan 1970
H37PLB,Motor,Madison,Creta,Hyundai,Hatchback,Black,Manual,5,5,Electric,2024,7500,18250,113,2022-08-07,Sold,2022-10-24,6544,6211,-5,Bhavani,3,0,Average,-333,Oct 2022
2L9653,Carmix,Philadelphia,Swift,Maruti,Sedan,Gray,Manual,5,4,Electric,2022,8200,57631,115,2019-08-01,Un Sold,1970-01-01,6714,0,0,Shruthi,2,0,Good,-6714,Jan 1970
82GESN,Cars24,New York,Creta,Hyundai,Hatchback,Black,Automatic,5,5,Electric,2020,7900,88223,113,2017-07-20,Sold,2023-02-18,7328,7402,1,Krishna,4,15,Good,74,Feb 2023
L38JMF,Zupps,Denver,Etriga,Maruti,Hatchback,Red,Manual,4,5,Hybrid,2016,7800,31576,103,2024-12-31,Un Sold,1970-01-01,5933,0,0,Anushka,2,0,Excellent,-5933,Jan 1970
UKHIT2,Skipper,Denver,Scorpio,Mahindra,SUV,Black,Automatic,5,5,Electric,2019,9500,33039,120,2021-09-28,Sold,2023-09-22,8184,8340,2,Shailaja,4,31,Good,156,Sep 2023
CV0E4J,Trust,California,Plato,Prazo,Convertible,Red,Automatic,2,2,Diesel,2020,9000,3966,250,2021-01-18,Un Sold,1970-01-01,8198,0,0,Preeti,1,0,Excellent,-8198,Jan 1970
TTKIH5,Carsome,Columbus,Fortuner,Toyota,SUV,Gray,Automatic,8,5,Petrol,2020,7900,31952,200,2017-04-16,Sold,2019-12-11,6544,5936,-9,Piyush,2,0,Good,-608,Dec 2019
0KBBS0,Oto,California,Seltos,Kia,Hatchback,Blue,Automatic,5,5,Petrol,2020,6400,14735,150,2023-10-02,Un Sold,1970-01-01,5680,0,0,Sweta,2,0,Good,-5680,Jan 1970
O6G84P,Sobri,Detroit,Kags,Renault,SUV,Blue,Automatic,7,5,Hybrid,2015,9400,65264,175,2018-09-03,Un Sold,1970-01-01,8063,0,0,Anushka,2,0,Good,-8063,Jan 1970
NAOJZC,Carmudi,Columbus,Kags,Renault,SUV,Blue,Manual,7,5,Diesel,2017,8300,83859,175,2021-03-26,Un Sold,1970-01-01,6530,0,0,Preeti,1,0,Average,-6530,Jan 1970
7YRU4Z,Ahg,Denver,Fortuner,Toyota,SUV,Blue,Automatic,8,5,Diesel,2023,7700,68826,200,2018-12-24,Sold,2019-03-22,6159,6967,13,Shruthi,4,162,Poor,808,Mar 2019
1YKW1O,Carousell,Oklahoma,Hilux,Toyota,Truck,Black,Manual,4,2,Petrol,2019,7500,59913,200,2017-06-15,Sold,2020-12-10,6496,5898,-9,Swathi,4,0,Excellent,-598,Dec 2020
9S62F1,Automart,Tucson,Kags,Renault,SUV,Gray,Manual,7,5,Electric,2016,9800,13743,175,2024-06-08,Un Sold,1970-01-01,8521,0,0,Anushka,4,0,Average,-8521,Jan 1970
A057UZ,Cars24,Oklahoma,Hilux,Toyota,Truck,Blue,Manual,4,2,Hybrid,2018,8600,61898,200,2023-08-27,Un Sold,1970-01-01,7122,0,0,Rithvik,2,0,Average,-7122,Jan 1970
VT9KGH,Motor,Chicago,Plato,Prazo,Convertible,Black,Manual,2,2,Electric,2023,10100,74805,250,2018-11-15,Sold,2024-09-28,8593,9980,16,Sweta,1,277,Excellent,1387,Sep 2024
4UCZZ3,Automart,Chicago,Dzire,Maruti,Sedan,Blue,Manual,5,5,Diesel,2017,7300,30611,100,2023-06-27,Un Sold,1970-01-01,6593,0,0,Shruthi,4,0,Good,-6593,Jan 1970
60N7EQ,Carmix,Tennessee,Scorpio,Mahindra,SUV,Gray,Manual,5,5,Petrol,2017,8200,34741,120,2019-02-08,Sold,2019-04-22,6643,5481,-17,Preeti,4,0,Excellent,-1162,Apr 2019
FGRCW9,Carmix,Philadelphia,Seltos,Kia,Hatchback,Black,Automatic,5,5,Diesel,2024,6100,69806,150,2023-09-25,Un Sold,1970-01-01,4808,0,0,Pranav,4,0,Good,-4808,Jan 1970
LJS65J,Carro,Oklahoma,Scorpio,Mahindra,SUV,Blue,Manual,5,5,Petrol,2018,8100,28942,120,2023-08-16,Un Sold,1970-01-01,7546,0,0,Aarush,1,0,Excellent,-7546,Jan 1970
FFGG1H,Automart,Chicago,Fortuner,Toyota,SUV,Red,Automatic,8,5,Hybrid,2015,9400,76331,200,2017-11-10,Un Sold,1970-01-01,8123,0,0,Narayan,1,0,Average,-8123,Jan 1970
AB0K9Y,Carousell,Portland,Dzire,Maruti,Sedan,Black,Automatic,5,5,Hybrid,2023,7600,14184,100,2023-12-05,Un Sold,1970-01-01,6523,0,0,Karan,4,0,Average,-6523,Jan 1970
5WP6BD,APE,Tennessee,Creta,Hyundai,Hatchback,White,Automatic,5,5,Electric,2023,7600,65436,113,2015-05-22,Un Sold,1970-01-01,6778,0,0,Pavan,4,0,Good,-6778,Jan 1970
SV34E1,Trivett,Portland,Yodha,Tata,Truck,Blue,Automatic,3,2,Electric,2015,9400,27566,100,2015-01-04,Un Sold,1970-01-01,8220,0,0,Pranav,1,0,Poor,-8220,Jan 1970
I2V9Z0,Carousell,Tennessee,Fortuner,Toyota,SUV,Black,Manual,8,5,Petrol,2020,7900,44022,200,2022-06-25,Sold,2024-06-02,6216,6476,4,Swathi,3,52,Good,260,Jun 2024
EOT0D8,Zupps,Columbus,i20,Hyundai,Hatchback,Black,Automatic,4,5,Electric,2024,7500,90559,120,2019-01-29,Un Sold,1970-01-01,6488,0,0,Vihaan,1,0,Excellent,-6488,Jan 1970
S8N768,Carousell,Tennessee,Scorpio,Mahindra,SUV,Blue,Manual,5,5,Petrol,2018,8100,87753,120,2018-12-08,Un Sold,1970-01-01,7557,0,0,Karan,4,0,Good,-7557,Jan 1970
GV0UK9,Carmix,Utah,Thar,Mahindra,SUV,Black,Automatic,5,3,Diesel,2022,7800,21894,130,2022-05-03,Un Sold,1970-01-01,6209,0,0,Pranav,4,0,Excellent,-6209,Jan 1970
1CU0UR,Carmudi,Florida,Yodha,Tata,Truck,Blue,Manual,3,2,Diesel,2020,7500,9414,100,2022-07-05,Un Sold,1970-01-01,6987,0,0,Rithvik,2,0,Excellent,-6987,Jan 1970
4TRZUB,Oto,Portland,Kags,Renault,SUV,Red,Manual,7,5,Diesel,2021,7900,65233,175,2018-09-03,Un Sold,1970-01-01,6008,0,0,Sweta,5,0,Good,-6008,Jan 1970
TE623B,Motor,Texas,Etriga,Maruti,Hatchback,Gray,Manual,4,5,Hybrid,2015,7900,9320,103,2020-04-12,Un Sold,1970-01-01,6373,0,0,Karan,5,0,Poor,-6373,Jan 1970
XQPE46,Skipper,Detroit,Etriga,Maruti,Hatchback,Blue,Automatic,4,5,Electric,2022,7700,9344,103,2021-05-20,Un Sold,1970-01-01,6013,0,0,Arjuna,5,0,Good,-6013,Jan 1970
KTMSRC,APE,Texas,Kags,Renault,SUV,Black,Manual,7,5,Electric,2023,9100,99536,175,2024-05-17,Un Sold,1970-01-01,7781,0,0,Piyush,4,0,Good,-7781,Jan 1970
ZQQ0Q8,Carsome,Philadelphia,Hilux,Toyota,Truck,Gray,Automatic,4,2,Petrol,2018,7600,65997,200,2024-01-28,Sold,2024-09-25,7071,6922,-2,Supriya,4,0,Poor,-149,Sep 2024
9ZBOVH,Kamkar,Chicago,i20,Hyundai,Hatchback,Red,Automatic,4,5,Diesel,2023,6200,54296,120,2018-06-18,Un Sold,1970-01-01,5322,0,0,Pavan,2,0,Excellent,-5322,Jan 1970
HQYGFE,Carsome,Madison,Fortuner,Toyota,SUV,Red,Manual,8,5,Petrol,2022,7700,81746,200,2021-04-26,Un Sold,1970-01-01,6421,0,0,Vihaan,3,0,Excellent,-6421,Jan 1970
5IPHXR,Carro,Philadelphia,Etriga,Maruti,Hatchback,Black,Manual,4,5,Electric,2018,8100,25154,103,2015-09-25,Un Sold,1970-01-01,6473,0,0,Pranav,4,0,Good,-6473,Jan 1970
E73FA1,Oto,North Carolina,Plato,Prazo,Convertible,White,Automatic,2,2,Electric,2016,10800,95382,250,2019-03-30,Un Sold,1970-01-01,10278,0,0,Preeti,2,0,Excellent,-10278,Jan 1970
1VFJPC,Carsome,Columbus,Thar,Mahindra,SUV,Red,Automatic,5,3,Diesel,2016,8400,56929,130,2021-12-18,Un Sold,1970-01-01,7102,0,0,Bhavani,4,0,Good,-7102,Jan 1970
4K29YM,Kamkar,Oklahoma,Dzire,Maruti,Sedan,Gray,Manual,5,5,Hybrid,2016,8300,1839,100,2021-01-04,Un Sold,1970-01-01,6349,0,0,Shiva,3,0,Excellent,-6349,Jan 1970
F48TXE,Automart,Columbus,Creta,Hyundai,Hatchback,White,Manual,5,5,Diesel,2023,6200,81178,113,2024-05-12,Sold,2024-08-21,5380,5167,-4,Rithvik,5,0,Excellent,-213,Aug 2024
08XGWP,Ahg,Tennessee,Plato,Prazo,Convertible,Gray,Automatic,2,2,Diesel,2017,9300,87777,250,2020-02-22,Un Sold,1970-01-01,7474,0,0,Anushka,1,0,Excellent,-7474,Jan 1970
O408Q3,Carousell,New York,Swift,Maruti,Sedan,Red,Automatic,5,4,Diesel,2021,6900,21999,115,2018-06-28,Un Sold,1970-01-01,6077,0,0,Supriya,4,0,Excellent,-6077,Jan 1970
SHU97R,Kamkar,California,Creta,Hyundai,Hatchback,White,Manual,5,5,Hybrid,2016,7800,53688,113,2016-07-01,Un Sold,1970-01-01,6535,0,0,Pavan,2,0,Good,-6535,Jan 1970
U89VHU,Trust,New York,Fortuner,Toyota,SUV,Black,Manual,8,5,Electric,2023,9100,26771,200,2024-12-02,Un Sold,1970-01-01,7979,0,0,Sweta,5,0,Excellent,-7979,Jan 1970
G3X845,Marchi,Philadelphia,Seltos,Kia,Hatchback,Red,Manual,5,5,Petrol,2021,6300,32815,150,2016-06-11,Un Sold,1970-01-01,4623,0,0,Preeti,4,0,Excellent,-4623,Jan 1970
IIEFP1,Skipper,Oklahoma,Scorpio,Mahindra,SUV,Red,Manual,5,5,Diesel,2022,7800,7495,120,2017-08-08,Un Sold,1970-01-01,6811,0,0,Ram,3,0,Excellent,-6811,Jan 1970
6LTRIV,Sobri,Tucson,Yodha,Tata,Truck,Blue,Manual,3,2,Hybrid,2024,8000,83406,100,2018-08-19,Un Sold,1970-01-01,6168,0,0,Shruthi,2,0,Good,-6168,Jan 1970
SSQ8DN,Nufor,Chicago,Hilux,Toyota,Truck,Blue,Automatic,4,2,Diesel,2021,7400,25378,200,2023-07-23,Un Sold,1970-01-01,6319,0,0,Shiva,4,0,Excellent,-6319,Jan 1970
SGCJ4Q,Olx,Florida,Dzire,Maruti,Sedan,White,Automatic,5,5,Electric,2018,8600,52319,100,2017-01-23,Un Sold,1970-01-01,8003,0,0,Shiva,4,0,Good,-8003,Jan 1970
S7KO8C,Knox,Florida,Etriga,Maruti,Hatchback,Black,Automatic,4,5,Diesel,2017,6800,81812,103,2016-08-27,Un Sold,1970-01-01,5819,0,0,Pranav,2,0,Average,-5819,Jan 1970
ZDYR6R,Knox,Madison,Plato,Prazo,Convertible,Gray,Manual,2,2,Petrol,2017,9200,58412,250,2023-01-31,Un Sold,1970-01-01,7383,0,0,Vihaan,3,0,Poor,-7383,Jan 1970
HYNS01,Carmudi,New York,Plato,Prazo,Convertible,Black,Manual,2,2,Electric,2017,10700,16394,250,2022-10-08,Un Sold,1970-01-01,9480,0,0,Shilpa,2,0,Excellent,-9480,Jan 1970
JT0AO7,Kamkar,Detroit,Swift,Maruti,Sedan,Blue,Manual,5,4,Petrol,2022,6700,21784,115,2023-11-28,Un Sold,1970-01-01,6130,0,0,Pavan,2,0,Average,-6130,Jan 1970
8TP4GG,Zupps,Portland,Yodha,Tata,Truck,Red,Manual,3,2,Hybrid,2017,8700,4838,100,2016-02-17,Un Sold,1970-01-01,7133,0,0,Krishna,2,0,Excellent,-7133,Jan 1970
VPVEH0,Carro,Tennessee,Fortuner,Toyota,SUV,Blue,Automatic,8,5,Diesel,2020,8000,65313,200,2016-11-30,Un Sold,1970-01-01,7387,0,0,Supriya,4,0,Excellent,-7387,Jan 1970
316CFV,Motor,Portland,Hilux,Toyota,Truck,Black,Manual,4,2,Petrol,2020,7400,48345,200,2021-01-17,Un Sold,1970-01-01,5764,0,0,Ram,4,0,Poor,-5764,Jan 1970
MII2Q1,Motor,Texas,Seltos,Kia,Hatchback,Black,Automatic,5,5,Hybrid,2015,7900,64663,150,2016-08-15,Un Sold,1970-01-01,5913,0,0,Bhavani,5,0,Excellent,-5913,Jan 1970
MQKILY,Carmudi,Columbus,Dzire,Maruti,Sedan,Black,Manual,5,5,Electric,2022,8200,57330,100,2024-01-10,Un Sold,1970-01-01,6631,0,0,Krishna,1,0,Average,-6631,Jan 1970
YF1WUH,Nufor,North Carolina,Scorpio,Mahindra,SUV,Blue,Automatic,5,5,Electric,2017,9700,89578,120,2022-02-23,Un Sold,1970-01-01,8386,0,0,Dhruv,4,0,Good,-8386,Jan 1970
BERVSP,Motor,California,Plato,Prazo,Convertible,Blue,Automatic,2,2,Diesel,2019,9100,65160,250,2023-04-21,Un Sold,1970-01-01,7509,0,0,Shilpa,2,0,Excellent,-7509,Jan 1970
ZHFUPE,Carmix,Florida,Plato,Prazo,Convertible,Red,Manual,2,2,Diesel,2016,9400,81723,250,2023-11-22,Un Sold,1970-01-01,8078,0,0,Swathi,5,0,Good,-8078,Jan 1970
GNBOZE,APE,Florida,Kags,Renault,SUV,White,Manual,7,5,Electric,2019,9500,36095,175,2022-04-18,Un Sold,1970-01-01,7783,0,0,Hariom,3,0,Poor,-7783,Jan 1970
I0W4XG,Knox,Florida,Plato,Prazo,Convertible,Black,Manual,2,2,Petrol,2022,8700,55933,250,2015-04-22,Un Sold,1970-01-01,7290,0,0,Pavan,1,0,Average,-7290,Jan 1970
3WZGCR,Carousell,Denver,Thar,Mahindra,SUV,Blue,Manual,5,3,Electric,2021,9300,97403,130,2019-04-13,Un Sold,1970-01-01,7996,0,0,Aarush,2,0,Excellent,-7996,Jan 1970
S8WHSP,Carousell,Philadelphia,Creta,Hyundai,Hatchback,Gray,Automatic,5,5,Hybrid,2024,7000,67800,113,2023-03-08,Un Sold,1970-01-01,5491,0,0,Shilpa,5,0,Poor,-5491,Jan 1970
763P3P,Automart,Denver,Plato,Prazo,Convertible,Gray,Automatic,2,2,Electric,2015,10900,36118,250,2019-10-31,Un Sold,1970-01-01,9869,0,0,Vihaan,1,0,Excellent,-9869,Jan 1970
O53W01,Carmix,North Carolina,Etriga,Maruti,Hatchback,Red,Automatic,4,5,Petrol,2020,6400,93350,103,2015-04-01,Un Sold,1970-01-01,5009,0,0,Aditya,4,0,Average,-5009,Jan 1970
OBA0AK,Carsome,New York,Etriga,Maruti,Hatchback,White,Manual,4,5,Electric,2019,8000,1633,103,2017-05-30,Un Sold,1970-01-01,7455,0,0,Aarush,1,0,Excellent,-7455,Jan 1970
I2QQZJ,Trust,Utah,Plato,Prazo,Convertible,Red,Automatic,2,2,Diesel,2024,8600,75177,250,2018-01-27,Un Sold,1970-01-01,6907,0,0,Shruthi,3,0,Good,-6907,Jan 1970
AL8PIK,Cars24,Portland,Hilux,Toyota,Truck,Red,Manual,4,2,Diesel,2018,7700,88586,200,2016-10-07,Un Sold,1970-01-01,6968,0,0,Karan,4,0,Excellent,-6968,Jan 1970
ZMOPL7,Trust,Portland,Kags,Renault,SUV,Black,Automatic,7,5,Hybrid,2020,8900,70485,175,2019-12-26,Un Sold,1970-01-01,8035,0,0,Rithvik,2,0,Excellent,-8035,Jan 1970
H48WXD,Carmudi,North Carolina,Hilux,Toyota,Truck,Blue,Manual,4,2,Diesel,2020,7500,28602,200,2018-03-13,Sold,2022-12-08,5787,4949,-14,Aarush,1,0,Good,-838,Dec 2022
O0DS00,Zupps,Philadelphia,Swift,Maruti,Sedan,White,Automatic,5,4,Electric,2021,8300,80823,115,2017-09-22,Un Sold,1970-01-01,6910,0,0,Rithvik,3,0,Average,-6910,Jan 1970
LWS9DD,Carro,Texas,Swift,Maruti,Sedan,Blue,Automatic,5,4,Electric,2017,8700,36038,115,2017-03-07,Un Sold,1970-01-01,7147,0,0,Aarush,4,0,Average,-7147,Jan 1970
VSXE1A,Ahg,Portland,Etriga,Maruti,Hatchback,Black,Manual,4,5,Hybrid,2016,7800,53871,103,2024-05-20,Un Sold,1970-01-01,5830,0,0,Vihaan,1,0,Good,-5830,Jan 1970
4VTS9P,Ahg,Detroit,Kags,Renault,SUV,White,Manual,7,5,Petrol,2018,8100,45712,175,2024-10-25,Un Sold,1970-01-01,6661,0,0,Swathi,3,0,Excellent,-6661,Jan 1970
NSH5R4,Olx,Denver,Scorpio,Mahindra,SUV,Black,Manual,5,5,Petrol,2024,7500,63314,120,2019-03-28,Sold,2021-03-15,5593,4584,-18,Supriya,5,0,Good,-1009,Mar 2021
90RFLI,Nufor,Madison,Thar,Mahindra,SUV,Gray,Automatic,5,3,Hybrid,2018,9100,15706,130,2017-07-05,Un Sold,1970-01-01,8582,0,0,Rithvik,2,0,Excellent,-8582,Jan 1970
UBHMHX,Ahg,North Carolina,Plato,Prazo,Convertible,Gray,Manual,2,2,Diesel,2024,8600,36677,250,2022-05-04,Un Sold,1970-01-01,6618,0,0,Ram,4,0,Good,-6618,Jan 1970
89JOCN,Cars24,Detroit,i20,Hyundai,Hatchback,Blue,Automatic,4,5,Electric,2017,8200,2489,120,2021-05-10,Sold,2022-01-16,6619,7433,12,Shilpa,1,163,Excellent,814,Jan 2022
3PRLIC,Cars24,Tennessee,Kags,Renault,SUV,Black,Manual,7,5,Hybrid,2015,9400,72680,175,2018-10-29,Un Sold,1970-01-01,8362,0,0,Sweta,2,0,Good,-8362,Jan 1970
